text_id,paper_discipline,level_cat,student_gender,speaker_status,paper_type,the,of,and,to,in,a,is,that,for,this,be,as,are,with,it,on,not,by,was,from,an,have,their,or,which,i,they,his,can,will,we,were,at,these,more,but,he,would,has,one,also,all,there,her,between,when,if,may,only,about
CEE.G1.04.1,Civil and Environmental Engineering,G1,M,NS,Report,65398.34,53210.46,36266.35,15755.05,18727.71,18727.71,14268.73,5350.77,16646.85,5350.77,10998.81,8620.69,10701.55,6837.1,3567.18,5945.3,1486.33,4161.71,0,4161.71,3567.18,2675.39,5053.51,7431.63,1189.06,891.8,1783.59,0,6837.1,1189.06,0,0,1486.33,3567.18,2080.86,594.53,0,297.27,1486.33,1189.06,1783.59,1189.06,297.27,0,2080.86,1189.06,594.53,1783.59,297.27,297.27
CEE.G1.05.1,Civil and Environmental Engineering,G1,M,NS,Report,94175.17,38477.89,28273.81,19557.82,21471.09,15943.88,21258.5,9353.74,18920.07,10629.25,14668.37,4251.7,8928.57,3613.95,1913.27,5739.8,2338.44,3188.78,850.34,3826.53,3613.95,4464.29,1275.51,3613.95,1913.27,425.17,637.76,0,8715.99,1275.51,212.59,0,1275.51,3188.78,2976.19,637.76,0,1062.93,2551.02,1700.68,1275.51,850.34,5527.21,0,2763.61,2125.85,2551.02,1062.93,1275.51,0
CEE.G1.06.1,Civil and Environmental Engineering,G1,M,NS,Report,107095.05,34136.55,25435.07,32128.51,9370.82,27777.78,16064.26,5689.42,11713.52,24431.06,10374.83,2008.03,4685.41,3346.72,6358.77,5689.42,3012.05,5020.08,6693.44,4016.06,4685.41,1338.69,1004.02,4016.06,2008.03,0,669.34,7028.11,2342.7,5020.08,334.67,1338.69,8032.13,4016.06,2342.7,1673.36,3681.39,11713.52,1004.02,2677.38,6024.1,2342.7,1673.36,334.67,334.67,0,4685.41,334.67,1004.02,669.34
CEE.G1.07.1,Civil and Environmental Engineering,G1,M,NS,Report,87557.6,33486.94,26420.89,28264.21,21812.6,14746.54,11059.91,9523.81,15975.42,7987.71,10445.47,6144.39,6451.61,6758.83,4608.29,5222.73,3993.86,9831.03,5222.73,4608.29,4301.08,3686.64,921.66,614.44,6451.61,0,307.22,0,2764.98,1843.32,0,4608.29,6451.61,7066.05,1843.32,2150.54,0,614.44,1228.88,307.22,1843.32,1536.1,0,0,1843.32,921.66,0,1228.88,1228.88,0
CEE.G1.07.2,Civil and Environmental Engineering,G1,M,NS,Report,57266.34,28633.17,24851.43,32414.91,18908.7,21609.94,15667.21,10264.72,11885.47,12425.72,10804.97,6482.98,9724.47,9724.47,4321.99,4321.99,5942.73,12425.72,5402.49,1620.75,5942.73,7023.23,2701.24,1620.75,11885.47,0,540.25,0,4321.99,2160.99,0,2701.24,4862.24,3781.74,2160.99,3241.49,0,540.25,7563.48,0,1080.5,1080.5,1620.75,0,0,5942.73,0,1080.5,1080.5,0
CEE.G1.08.1,Civil and Environmental Engineering,G1,M,NNS,Critique,67481.09,34904.01,37230.95,24432.81,18615.47,20942.41,19778.94,7562.54,8144.27,8144.27,29086.68,8144.27,5817.34,6980.8,4653.87,6399.07,3490.4,4072.13,581.73,2326.93,3490.4,4072.13,0,8144.27,2326.93,0,1163.47,0,22105.88,8144.27,581.73,0,7562.54,1163.47,1745.2,4653.87,581.73,1163.47,6980.8,581.73,2908.67,1163.47,1745.2,0,0,2908.67,2326.93,3490.4,2326.93,1163.47
CEE.G1.09.1,Civil and Environmental Engineering,G1,M,NS,Report,72031.34,36769.14,16576.25,29837.25,32851.12,18987.34,15973.48,11151.3,7534.66,9644.36,9342.98,5123.57,9342.98,8137.43,4822.18,2712.48,4822.18,3918.02,904.16,7233.27,4520.8,5424.95,1506.93,4520.8,8137.43,0,1205.55,0,11151.3,5424.95,0,602.77,602.77,5726.34,3616.64,1808.32,301.39,1205.55,5726.34,3013.86,7534.66,602.77,2109.7,0,904.16,3315.25,904.16,1808.32,1205.55,1506.93
CEE.G1.10.1,Civil and Environmental Engineering,G1,M,NS,Report,74490.51,32326.07,31623.33,25298.66,12649.33,19910.99,16631.53,8198.64,10775.36,3982.2,7964.39,4450.69,8901.38,4216.44,1405.48,6793.16,2108.22,4919.18,6090.42,3045.21,8198.64,2108.22,1171.23,6090.42,702.74,468.49,234.25,0,1873.98,1405.48,0,1639.73,2108.22,1873.98,1405.48,0,0,468.49,2108.22,1873.98,1873.98,1171.23,234.25,0,936.99,1639.73,1171.23,2108.22,234.25,1405.48
CEE.G1.10.2,Civil and Environmental Engineering,G1,M,NS,Report,76207.35,37882.14,27027.03,26140.89,13956.58,20381.04,17058.04,5095.26,13956.58,4430.66,6424.46,6867.52,9304.39,4873.73,886.13,9304.39,664.6,8418.25,3101.46,5538.33,3544.53,3323,221.53,4873.73,1772.26,221.53,664.6,0,3544.53,1550.73,0,2658.4,1550.73,1550.73,1107.67,0,0,443.07,1329.2,1107.67,1329.2,1107.67,221.53,0,2658.4,1107.67,1107.67,443.07,1550.73,0
CEE.G2.01.1,Civil and Environmental Engineering,G2,M,NS,Report,57651.13,28825.56,30637.46,26519.52,20260.25,18942.51,19436.67,11694.94,12847.97,7082.85,15812.88,5106.24,12024.38,4776.81,7082.85,3294.35,7247.57,4117.94,2141.33,4447.37,3623.79,5929.83,1976.61,5600.4,3788.5,0,4117.94,0,4117.94,9718.33,1482.46,1153.02,2306.05,5106.24,3788.5,3129.63,164.72,2141.33,4447.37,1482.46,4117.94,1153.02,2306.05,0,823.59,823.59,4776.81,5929.83,988.31,823.59
CEE.G3.01.1,Civil and Environmental Engineering,G3,M,NNS,ResearchPaper,71294.88,48494.13,31818.96,22970.9,16505.02,17525.95,3403.1,7827.12,8337.59,850.77,8848.05,7486.81,680.62,7997.28,4253.87,7146.5,5955.42,3743.41,19057.34,3573.25,2382.17,1361.24,340.31,4594.18,1871.7,0,1361.24,0,1871.7,1531.39,0,15994.56,4424.03,510.46,1020.93,3232.94,0,340.31,510.46,2041.86,2722.48,2041.86,510.46,0,850.77,170.15,850.77,0,1191.08,510.46
CEE.G3.02.1,Civil and Environmental Engineering,G3,M,NNS,ResearchPaper,85568.33,24265.64,28097.06,28097.06,44699.87,11494.25,22988.51,5108.56,3831.42,33205.62,8939.97,7662.84,6385.7,6385.7,7662.84,2554.28,2554.28,6385.7,8939.97,6385.7,0,2554.28,0,1277.14,2554.28,0,0,0,8939.97,0,1277.14,3831.42,1277.14,0,6385.7,0,0,0,3831.42,3831.42,1277.14,0,0,0,1277.14,3831.42,0,0,2554.28,0
CEE.G3.03.1,Civil and Environmental Engineering,G3,F,NS,ResearchPaper,80474.27,35317.86,39354.19,21695.26,19424.82,21695.26,16145.31,5297.68,15388.5,4793.14,8324.92,8324.92,7568.11,4036.33,2270.43,7315.84,3279.52,4793.14,4540.87,4288.6,2774.97,2270.43,504.54,6811.3,504.54,504.54,504.54,0,2774.97,504.54,0,2774.97,756.81,4540.87,504.54,252.27,0,252.27,3027.25,1009.08,252.27,756.81,1765.89,252.27,1009.08,252.27,504.54,0,0,0
CEE.G3.04.1,Civil and Environmental Engineering,G3,M,NS,Report,57374.39,42139.38,26580.23,21393.84,16207.46,18800.65,17828.2,13938.41,10372.77,5510.53,7779.58,5510.53,10372.77,3889.79,8103.73,6482.98,9076.18,3241.49,6158.83,5186.39,2917.34,3241.49,2593.19,3565.64,2269.04,1296.6,2269.04,0,2917.34,4213.94,648.3,1296.6,648.3,3241.49,1620.75,1296.6,648.3,1944.89,2593.19,1944.89,2593.19,1620.75,3565.64,324.15,1620.75,0,1296.6,972.45,1944.89,972.45
CEE.G3.04.2,Civil and Environmental Engineering,G3,M,NS,Report,62214.61,27968.04,28824.2,32248.86,21974.89,13698.63,3710.05,14269.41,15981.74,6278.54,5422.37,8847.03,6563.93,5707.76,5136.99,3139.27,9417.81,6563.93,12557.08,4566.21,2853.88,3995.43,4566.21,1712.33,2283.11,856.16,1997.72,0,1426.94,2283.11,0,9132.42,5707.76,1712.33,2853.88,1712.33,0,3139.27,2283.11,1997.72,1712.33,1712.33,4566.21,0,285.39,1997.72,1712.33,1997.72,1426.94,2283.11
CEE.G3.04.3,Civil and Environmental Engineering,G3,M,NS,Essay,86372.36,34548.94,23992.32,19193.86,26871.4,23992.32,26871.4,8637.24,14395.39,8637.24,6717.85,2879.08,19193.86,8637.24,2879.08,1919.39,9596.93,7677.54,2879.08,1919.39,0,2879.08,2879.08,3838.77,7677.54,959.69,0,0,0,0,3838.77,959.69,9596.93,1919.39,3838.77,3838.77,0,10556.62,3838.77,2879.08,959.69,1919.39,5758.16,959.69,1919.39,1919.39,959.69,1919.39,959.69,959.69
CLS.G0.01.1,Classical Studies,G0,F,NS,Report,80342.58,30587.28,40375.2,40375.2,12642.74,13458.4,9787.93,13866.23,16721.04,4893.96,2446.98,2854.81,2854.81,5709.62,6117.46,4893.96,4893.96,4078.3,5709.62,3262.64,3262.64,4078.3,6525.29,5709.62,1223.49,815.66,6525.29,5709.62,815.66,815.66,1631.32,5301.79,815.66,6933.12,4893.96,1223.49,9380.1,4893.96,0,6117.46,2039.15,815.66,1223.49,0,1631.32,2854.81,815.66,0,407.83,407.83
CLS.G0.02.1,Classical Studies,G0,F,NS,Essay,45987.38,23444.54,33363.39,51397.66,29756.54,13525.7,32461.68,18034.27,10820.56,4508.57,3606.85,7213.71,6311.99,6311.99,8115.42,1803.43,2705.14,4508.57,6311.99,5410.28,9017.13,5410.28,9017.13,6311.99,1803.43,0,2705.14,9017.13,3606.85,15329.13,901.71,901.71,0,1803.43,0,901.71,5410.28,2705.14,5410.28,9017.13,1803.43,10820.56,901.71,0,901.71,0,901.71,0,1803.43,0
CLS.G0.03.1,Classical Studies,G0,M,NS,Report,64629.85,44653.35,34077.56,21151.59,17626.32,22326.67,7050.53,14101.06,7050.53,4700.35,1175.09,11750.88,1175.09,2350.18,3525.26,3525.26,4700.35,10575.79,11750.88,2350.18,3525.26,3525.26,1175.09,4700.35,1175.09,0,3525.26,27027.03,0,0,0,5875.44,3525.26,0,7050.53,2350.18,7050.53,1175.09,1175.09,5875.44,3525.26,2350.18,1175.09,0,2350.18,0,0,0,1175.09,0
CLS.G0.04.1,Classical Studies,G0,F,NS,ResponsePaper,60606.06,41958.04,23310.02,23310.02,18648.02,30303.03,37296.04,9324.01,9324.01,2331,2331,11655.01,4662,9324.01,6993.01,0,2331,13986.01,2331,2331,6993.01,0,0,4662,11655.01,0,2331,0,2331,2331,0,0,4662,0,0,0,0,2331,2331,4662,2331,6993.01,0,27972.03,2331,0,2331,2331,2331,4662
CLS.G0.04.2,Classical Studies,G0,F,NS,Essay,61815.84,34771.41,34127.5,23824.86,19961.37,14810.05,18673.54,10946.56,6439.15,9014.81,3863.49,16097.88,7083.07,7726.98,1931.75,7083.07,7726.98,10302.64,0,3863.49,2575.66,1931.75,2575.66,1287.83,4507.41,1931.75,643.92,9658.73,0,1931.75,643.92,0,0,1287.83,2575.66,5151.32,7083.07,643.92,3219.58,0,5795.24,643.92,1931.75,18029.62,2575.66,2575.66,643.92,1287.83,2575.66,0
CLS.G0.05.1,Classical Studies,G0,F,NS,Report,75750.58,36027.71,34642.03,31408.78,16166.28,11547.34,4157.04,18475.75,14780.6,5080.83,5080.83,8775.98,461.89,8775.98,6004.62,1847.58,5542.73,7852.19,22170.9,3233.26,6466.51,6928.41,2771.36,1385.68,923.79,0,2771.36,22170.9,1385.68,461.89,0,3695.15,1385.68,2771.36,1847.58,923.79,13394.92,7852.19,0,923.79,2309.47,2309.47,461.89,461.89,461.89,3695.15,923.79,461.89,1847.58,461.89
CLS.G0.06.1,Classical Studies,G0,F,NS,Essay,101903.01,50337.63,16574.59,29465.93,19643.95,17188.46,11663.6,24554.94,7366.48,13505.22,6752.61,7366.48,4297.11,9208.1,19030.08,6752.61,4297.11,6138.74,7980.36,3069.37,4297.11,6752.61,2455.49,1227.75,613.87,6138.74,3069.37,613.87,613.87,613.87,613.87,1841.62,1841.62,2455.49,3069.37,1841.62,3069.37,6752.61,2455.49,4297.11,3683.24,0,1227.75,0,613.87,1841.62,2455.49,1841.62,3683.24,1227.75
CLS.G1.01.1,Classical Studies,G1,M,NS,Essay,77452.67,46987.95,23235.8,23752.15,30636.83,27366.61,16351.12,16006.88,5507.75,12736.66,4991.39,10843.37,3614.46,5335.63,7401.03,5335.63,3270.22,8089.5,4130.81,4130.81,7056.8,3098.11,1549.05,2925.99,4475.04,3614.46,1721.17,8605.85,1549.05,1721.17,4302.93,688.47,2581.76,4302.93,1721.17,2581.76,6024.1,2065.4,1549.05,4475.04,1721.17,688.47,1549.05,516.35,2925.99,1032.7,688.47,860.59,1032.7,516.35
CLS.G1.02.1,Classical Studies,G1,M,NS,Report,89382.29,60916.6,21918.59,25903.79,23626.53,16794.76,19356.68,17648.73,6547.11,5408.48,12809.56,8539.71,2846.57,3985.2,7685.74,4554.51,7401.08,5408.48,4554.51,5693.14,4554.51,2277.26,1707.94,5408.48,1707.94,853.97,853.97,16794.76,3131.23,853.97,0,1138.63,853.97,2846.57,2561.91,4554.51,6831.77,1707.94,1423.28,2846.57,284.66,2277.26,1707.94,0,853.97,3131.23,1992.6,3131.23,1423.28,569.31
CLS.G1.03.1,Classical Studies,G1,F,NS,Report,77825.82,46324.89,17912.29,27794.94,37059.91,25941.94,6794.32,6176.65,11735.64,8647.31,3088.33,10500.31,0,2470.66,1853,2470.66,6794.32,6176.65,7411.98,4323.66,2470.66,4323.66,5558.99,8647.31,1853,0,2470.66,14823.97,617.67,0,0,2470.66,1235.33,2470.66,617.67,1853,1235.33,3705.99,617.67,1235.33,2470.66,3705.99,617.67,32118.59,0,1235.33,617.67,1853,3705.99,0
CLS.G1.04.1,Classical Studies,G1,M,NS,Essay,91245.95,44465.03,25937.93,21769.34,16211.21,22695.69,7410.84,10653.08,5558.13,9726.73,2315.89,7874.02,1389.53,2779.06,5558.13,11116.26,8337.19,2779.06,10189.9,5558.13,2315.89,5094.95,3242.24,3242.24,1852.71,1389.53,3705.42,6947.66,926.35,926.35,1852.71,7874.02,2779.06,5094.95,2315.89,2315.89,7410.84,2315.89,1852.71,1852.71,926.35,463.18,2315.89,0,926.35,3242.24,463.18,926.35,926.35,463.18
CLS.G2.01.1,Classical Studies,G2,M,NS,Essay,99364.63,38475.11,28768.09,24885.28,18355.1,10942.46,17825.63,9707.02,7236.15,10412.99,9530.53,9354.04,6706.67,9001.06,6706.67,2823.86,9883.52,4765.27,176.49,6706.67,3529.83,1764.91,1764.91,3529.83,5471.23,882.46,1941.4,9883.52,1411.93,1941.4,0,529.47,2117.9,4059.3,4235.79,6530.18,5647.72,2647.37,2470.88,1588.42,3529.83,2647.37,1941.4,529.47,1411.93,529.47,1411.93,1764.91,1235.44,352.98
CLS.G2.02.1,Classical Studies,G2,M,NS,Essay,63835.93,36106.3,15309.07,27440.79,22530.33,27440.79,17619.87,15597.92,5777.01,14153.67,6643.56,12709.42,3177.35,7221.26,7798.96,1444.25,4621.61,8376.66,8087.81,6065.86,3466.2,4621.61,3177.35,288.85,6932.41,2310.8,2310.8,7798.96,1155.4,3177.35,4043.91,2888.5,3755.05,2310.8,1155.4,3177.35,10687.46,3177.35,2310.8,2888.5,1155.4,1444.25,1733.1,577.7,1155.4,577.7,577.7,1444.25,2021.95,1444.25
CLS.G3.01.1,Classical Studies,G3,F,NS,Essay,115138.59,57036.25,23454.16,21588.49,25319.83,18656.72,5330.49,9328.36,3997.87,8795.31,2132.2,5597.01,2132.2,5063.97,2398.72,2931.77,2132.2,5863.54,2665.25,3198.29,6396.59,2132.2,2665.25,7729.21,3198.29,1066.1,1332.62,1865.67,1599.15,1066.1,266.52,1865.67,1865.67,6130.06,2132.2,533.05,1599.15,533.05,1599.15,266.52,1865.67,266.52,266.52,1066.1,3464.82,533.05,1865.67,1865.67,1066.1,799.57
